file_name,release,persona,shot_type,row_index,llm,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,12,Llama3,0.34285714285714286,0.3076923076923077,0.3243243243243243,0.14705882352941177,0.13157894736842105,0.13888888888888887,0.2571428571428571,0.23076923076923078,0.24324324324324323
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,13,Gpt4,0.014925373134328358,0.125,0.02666666666666667,0.0,0.0,0.0,0.014925373134328358,0.125,0.02666666666666667
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,13,Gemini,0.0070921985815602835,0.125,0.013422818791946307,0.0,0.0,0.0,0.0070921985815602835,0.125,0.013422818791946307
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,13,Llama3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,14,Gpt4,0.37777777777777777,0.17894736842105263,0.24285714285714288,0.0,0.0,0.0,0.2,0.09473684210526316,0.12857142857142856
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,14,Gemini,0.26865671641791045,0.18947368421052632,0.2222222222222222,0.045454545454545456,0.031914893617021274,0.03749999999999999,0.16417910447761194,0.11578947368421053,0.13580246913580246
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,14,Llama3,0.34375,0.11578947368421053,0.1732283464566929,0.0,0.0,0.0,0.1875,0.06315789473684211,0.09448818897637797
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,15,Gpt4,0.35714285714285715,0.375,0.3658536585365853,0.04878048780487805,0.05128205128205128,0.05,0.21428571428571427,0.225,0.2195121951219512
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,15,Gemini,0.2,0.3,0.24,0.05084745762711865,0.07692307692307693,0.061224489795918366,0.15,0.225,0.18000000000000002
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,15,Llama3,0.2608695652173913,0.15,0.19047619047619047,0.0,0.0,0.0,0.17391304347826086,0.1,0.126984126984127
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,16,Gpt4,0.26666666666666666,0.3,0.2823529411764706,0.045454545454545456,0.05128205128205128,0.04819277108433735,0.15555555555555556,0.175,0.16470588235294117
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,16,Gemini,0.17567567567567569,0.325,0.2280701754385965,0.0136986301369863,0.02564102564102564,0.017857142857142856,0.10810810810810811,0.2,0.14035087719298245
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,16,Llama3,0.1111111111111111,0.1,0.10526315789473685,0.0,0.0,0.0,0.08333333333333333,0.075,0.07894736842105263
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,17,Gpt4,0.3111111111111111,0.35,0.32941176470588235,0.045454545454545456,0.05128205128205128,0.04819277108433735,0.24444444444444444,0.275,0.2588235294117647
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,17,Gemini,0.26666666666666666,0.4,0.32,0.0847457627118644,0.1282051282051282,0.1020408163265306,0.21666666666666667,0.325,0.25999999999999995
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,17,Llama3,0.15789473684210525,0.075,0.10169491525423728,0.0,0.0,0.0,0.10526315789473684,0.05,0.06779661016949153
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,0,Gpt4,0.12962962962962962,0.3684210526315789,0.19178082191780824,0.03773584905660377,0.1111111111111111,0.05633802816901408,0.1111111111111111,0.3157894736842105,0.1643835616438356
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,0,Gemini,0.13333333333333333,0.5263157894736842,0.2127659574468085,0.02702702702702703,0.1111111111111111,0.043478260869565216,0.10666666666666667,0.42105263157894735,0.17021276595744683
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,0,Llama3,0.2222222222222222,0.42105263157894735,0.2909090909090909,0.05714285714285714,0.1111111111111111,0.07547169811320754,0.1388888888888889,0.2631578947368421,0.18181818181818182
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,1,Gpt4,0.08695652173913043,0.5,0.14814814814814817,0.0,0.0,0.0,0.06521739130434782,0.375,0.11111111111111109
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,1,Gemini,0.08333333333333333,0.75,0.15,0.014084507042253521,0.14285714285714285,0.025641025641025637,0.05555555555555555,0.5,0.09999999999999999
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,1,Llama3,0.1111111111111111,0.5,0.1818181818181818,0.0,0.0,0.0,0.05555555555555555,0.25,0.0909090909090909
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,2,Gpt4,0.20454545454545456,0.34615384615384615,0.2571428571428571,0.023255813953488372,0.04,0.029411764705882356,0.1590909090909091,0.2692307692307692,0.19999999999999998
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,2,Gemini,0.16901408450704225,0.46153846153846156,0.24742268041237112,0.04285714285714286,0.12,0.0631578947368421,0.1267605633802817,0.34615384615384615,0.18556701030927833
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,2,Llama3,0.22580645161290322,0.2692307692307692,0.2456140350877193,0.1,0.12,0.1090909090909091,0.1935483870967742,0.23076923076923078,0.21052631578947367
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,3,Gpt4,0.42592592592592593,0.3333333333333333,0.37398373983739835,0.11320754716981132,0.08823529411764706,0.09917355371900828,0.2962962962962963,0.2318840579710145,0.26016260162601623
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,3,Gemini,0.25609756097560976,0.30434782608695654,0.27814569536423844,0.06172839506172839,0.07352941176470588,0.06711409395973154,0.14634146341463414,0.17391304347826086,0.15894039735099336
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,3,Llama3,0.4857142857142857,0.2463768115942029,0.3269230769230769,0.20588235294117646,0.10294117647058823,0.1372549019607843,0.2,0.10144927536231885,0.1346153846153846
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,4,Gpt4,0.20512820512820512,0.1111111111111111,0.14414414414414414,0.0,0.0,0.0,0.15384615384615385,0.08333333333333333,0.10810810810810811
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,4,Gemini,0.22950819672131148,0.19444444444444445,0.21052631578947367,0.0,0.0,0.0,0.11475409836065574,0.09722222222222222,0.10526315789473684
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,4,Llama3,0.22580645161290322,0.09722222222222222,0.13592233009708737,0.0,0.0,0.0,0.1935483870967742,0.08333333333333333,0.11650485436893204
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,5,Gpt4,0.14285714285714285,0.42105263157894735,0.21333333333333335,0.03636363636363636,0.1111111111111111,0.0547945205479452,0.10714285714285714,0.3157894736842105,0.16
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,5,Gemini,0.10666666666666667,0.42105263157894735,0.17021276595744683,0.02702702702702703,0.1111111111111111,0.043478260869565216,0.09333333333333334,0.3684210526315789,0.14893617021276595
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,5,Llama3,0.2222222222222222,0.42105263157894735,0.2909090909090909,0.05714285714285714,0.1111111111111111,0.07547169811320754,0.1388888888888889,0.2631578947368421,0.18181818181818182
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,6,Gpt4,0.04878048780487805,0.25,0.0816326530612245,0.0,0.0,0.0,0.024390243902439025,0.125,0.04081632653061225
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,6,Gemini,0.05357142857142857,0.375,0.09375,0.01818181818181818,0.14285714285714285,0.032258064516129024,0.05357142857142857,0.375,0.09375
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,6,Llama3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,7,Gpt4,0.10638297872340426,0.625,0.1818181818181818,0.0,0.0,0.0,0.0851063829787234,0.5,0.14545454545454545
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,7,Gemini,0.08450704225352113,0.75,0.1518987341772152,0.0,0.0,0.0,0.056338028169014086,0.5,0.10126582278481013
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,7,Llama3,0.1111111111111111,0.5,0.1818181818181818,0.0,0.0,0.0,0.05555555555555555,0.25,0.0909090909090909
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,8,Gpt4,0.21951219512195122,0.34615384615384615,0.26865671641791045,0.05,0.08,0.061538461538461535,0.17073170731707318,0.2692307692307692,0.20895522388059704
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,8,Gemini,0.15384615384615385,0.3076923076923077,0.20512820512820515,0.0196078431372549,0.04,0.02631578947368421,0.057692307692307696,0.11538461538461539,0.07692307692307694
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,8,Llama3,0.22580645161290322,0.2692307692307692,0.2456140350877193,0.1,0.12,0.1090909090909091,0.1935483870967742,0.23076923076923078,0.21052631578947367
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,9,Gpt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,9,Gemini,0.018518518518518517,0.125,0.03225806451612903,0.0,0.0,0.0,0.018518518518518517,0.125,0.03225806451612903
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,9,Llama3,0.05128205128205128,0.25,0.0851063829787234,0.0,0.0,0.0,0.02564102564102564,0.125,0.0425531914893617
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,10,Gpt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,10,Gemini,0.06,0.375,0.10344827586206896,0.02040816326530612,0.14285714285714285,0.03571428571428571,0.04,0.25,0.06896551724137932
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,10,Llama3,0.06666666666666667,0.25,0.10526315789473685,0.0,0.0,0.0,0.03333333333333333,0.125,0.052631578947368425
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,11,Gpt4,0.43243243243243246,0.2318840579710145,0.3018867924528302,0.16666666666666666,0.08823529411764706,0.11538461538461539,0.21621621621621623,0.11594202898550725,0.1509433962264151
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,11,Gemini,0.40384615384615385,0.30434782608695654,0.34710743801652894,0.11764705882352941,0.08823529411764706,0.1008403361344538,0.25,0.18840579710144928,0.21487603305785125
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,11,Llama3,0.4857142857142857,0.2463768115942029,0.3269230769230769,0.20588235294117646,0.10294117647058823,0.1372549019607843,0.2,0.10144927536231885,0.1346153846153846
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,12,Gpt4,0.24444444444444444,0.28205128205128205,0.2619047619047619,0.06818181818181818,0.07894736842105263,0.07317073170731707,0.17777777777777778,0.20512820512820512,0.19047619047619047
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,12,Gemini,0.2459016393442623,0.38461538461538464,0.3,0.016666666666666666,0.02631578947368421,0.020408163265306124,0.13114754098360656,0.20512820512820512,0.16
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,12,Llama3,0.2727272727272727,0.23076923076923078,0.24999999999999994,0.09375,0.07894736842105263,0.08571428571428572,0.18181818181818182,0.15384615384615385,0.16666666666666669
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,13,Gpt4,0.016129032258064516,0.125,0.028571428571428574,0.0,0.0,0.0,0.016129032258064516,0.125,0.028571428571428574
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,13,Gemini,0.011764705882352941,0.125,0.02150537634408602,0.0,0.0,0.0,0.011764705882352941,0.125,0.02150537634408602
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,13,Llama3,0.03125,0.125,0.05,0.0,0.0,0.0,0.03125,0.125,0.05
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,14,Gpt4,0.2972972972972973,0.11578947368421053,0.16666666666666666,0.027777777777777776,0.010638297872340425,0.015384615384615384,0.21621621621621623,0.08421052631578947,0.12121212121212123
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,14,Gemini,0.2830188679245283,0.15789473684210525,0.2027027027027027,0.038461538461538464,0.02127659574468085,0.0273972602739726,0.1509433962264151,0.08421052631578947,0.1081081081081081
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,14,Llama3,0.3870967741935484,0.12631578947368421,0.19047619047619047,0.03333333333333333,0.010638297872340425,0.016129032258064516,0.22580645161290322,0.07368421052631578,0.1111111111111111
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,15,Gpt4,0.358974358974359,0.35,0.3544303797468355,0.05263157894736842,0.05128205128205128,0.05194805194805195,0.28205128205128205,0.275,0.27848101265822783
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,15,Gemini,0.38,0.475,0.4222222222222222,0.14285714285714285,0.1794871794871795,0.15909090909090912,0.28,0.35,0.3111111111111111
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,15,Llama3,0.30303030303030304,0.25,0.27397260273972607,0.09375,0.07692307692307693,0.08450704225352113,0.24242424242424243,0.2,0.21917808219178084
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,16,Gpt4,0.20588235294117646,0.175,0.18918918918918917,0.030303030303030304,0.02564102564102564,0.027777777777777776,0.17647058823529413,0.15,0.16216216216216214
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,16,Gemini,0.2727272727272727,0.375,0.3157894736842105,0.05555555555555555,0.07692307692307693,0.06451612903225808,0.10909090909090909,0.15,0.1263157894736842
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,16,Llama3,0.5,0.35,0.4117647058823529,0.14814814814814814,0.10256410256410256,0.12121212121212123,0.2857142857142857,0.2,0.23529411764705882
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,17,Gpt4,0.4,0.4,0.4000000000000001,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.225,0.225,0.225
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,17,Gemini,0.32653061224489793,0.4,0.35955056179775274,0.10416666666666667,0.1282051282051282,0.11494252873563217,0.20408163265306123,0.25,0.2247191011235955
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,17,Llama3,0.35714285714285715,0.25,0.2941176470588235,0.1111111111111111,0.07692307692307693,0.09090909090909093,0.2857142857142857,0.2,0.23529411764705882
src/assets/generated_comments/after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,0,Gpt4,0.14285714285714285,0.3157894736842105,0.19672131147540983,0.024390243902439025,0.05555555555555555,0.03389830508474577,0.11904761904761904,0.2631578947368421,0.1639344262295082
