file_name,release,persona,shot_type,row_index,llm,rouge1_f1,rouge2_f1,rougeL_f1,bert_precision,bert_recall,bert_f1
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,3,Gemini,0.3373493975903614,0.06097560975609757,0.1807228915662651,0.6756131649017334,0.7014089822769165,0.6882694959640503
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,3,Llama3,0.3025210084033614,0.10256410256410257,0.25210084033613445,0.6927418112754822,0.6707404851913452,0.681563675403595
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,4,Gpt4,0.15126050420168066,0.0,0.08403361344537814,0.6599371433258057,0.6397877931594849,0.6497063040733337
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,4,Gemini,0.225,0.0,0.125,0.6404010057449341,0.6594548225402832,0.6497882604598999
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,4,Llama3,0.18181818181818182,0.0,0.1090909090909091,0.6742559671401978,0.6418638229370117,0.6576612591743469
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,5,Gpt4,0.32183908045977005,0.09411764705882353,0.1839080459770115,0.678074836730957,0.7644008994102478,0.7186547517776489
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,5,Gemini,0.049019607843137254,0.013114754098360657,0.0392156862745098,0.5779781937599182,0.7423515915870667,0.6499330997467041
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,5,Llama3,0.21212121212121215,0.0,0.12121212121212122,0.6534520387649536,0.7215123176574707,0.6857976913452148
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,6,Gpt4,0.0,0.0,0.0,0.6012832522392273,0.6860753893852234,0.6408869028091431
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,6,Gemini,0.07228915662650602,0.0,0.04819277108433735,0.5629196166992188,0.6590728759765625,0.6072133183479309
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,6,Llama3,0.04651162790697674,0.0,0.04651162790697674,0.602770209312439,0.6601335406303406,0.6301491260528564
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,7,Gpt4,0.19354838709677416,0.0,0.12903225806451613,0.6290912628173828,0.7253915071487427,0.673818051815033
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,7,Gemini,0.11764705882352941,0.0,0.09411764705882353,0.6318738460540771,0.7458492517471313,0.6841471195220947
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,7,Llama3,0.17543859649122806,0.0,0.14035087719298245,0.5949270725250244,0.6889175176620483,0.6384817957878113
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,8,Gpt4,0.23376623376623376,0.02666666666666667,0.18181818181818182,0.656197190284729,0.686697781085968,0.6711010932922363
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,8,Gemini,0.2325581395348837,0.0,0.13953488372093023,0.6497334241867065,0.7111278772354126,0.6790457963943481
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,8,Llama3,0.18181818181818185,0.03773584905660378,0.18181818181818185,0.6994364261627197,0.6984561085700989,0.6989459991455078
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,9,Gpt4,0.03703703703703704,0.0,0.03703703703703704,0.6017206907272339,0.6595603823661804,0.6293143630027771
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,9,Gemini,0.024999999999999998,0.0,0.024999999999999998,0.5849282741546631,0.664542555809021,0.6221989393234253
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,9,Llama3,0.0,0.0,0.0,0.6059566736221313,0.6598167419433594,0.6317408084869385
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,10,Gpt4,0.0,0.0,0.0,0.5924361348152161,0.6693888902664185,0.6285660266876221
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,10,Gemini,0.025974025974025972,0.0,0.025974025974025972,0.584373950958252,0.6650996804237366,0.6221290826797485
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,10,Llama3,0.0,0.0,0.0,0.6044377684593201,0.657447338104248,0.6298291087150574
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,11,Gpt4,0.35398230088495575,0.09009009009009009,0.21238938053097345,0.724646806716919,0.69673752784729,0.7104182243347168
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,11,Gemini,0.2978723404255319,0.07194244604316546,0.19858156028368795,0.6954694986343384,0.6979647278785706,0.6967148780822754
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,11,Llama3,0.3076923076923077,0.11764705882352942,0.25000000000000006,0.6893447041511536,0.659534215927124,0.6741100549697876
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,12,Gpt4,0.2921348314606742,0.06896551724137932,0.15730337078651685,0.6755613088607788,0.7054003477096558,0.690158486366272
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,12,Gemini,0.27272727272727276,0.07407407407407407,0.1818181818181818,0.6882425546646118,0.7211008071899414,0.70428866147995
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,12,Llama3,0.3243243243243243,0.13888888888888887,0.24324324324324323,0.6722165942192078,0.6859956979751587,0.6790362596511841
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,13,Gpt4,0.02666666666666667,0.0,0.02666666666666667,0.5571746230125427,0.6479820013046265,0.5991572141647339
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,13,Gemini,0.013422818791946307,0.0,0.013422818791946307,0.5506020784378052,0.6659015417098999,0.6027877926826477
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,13,Llama3,0.0,0.0,0.0,0.6202905774116516,0.6677787899971008,0.6431593298912048
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,14,Gpt4,0.24285714285714288,0.0,0.12857142857142856,0.6549691557884216,0.6339218020439148,0.6442736387252808
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,14,Gemini,0.2222222222222222,0.03749999999999999,0.13580246913580246,0.6666296720504761,0.6377967596054077,0.6518945693969727
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,14,Llama3,0.1732283464566929,0.0,0.09448818897637797,0.6569322347640991,0.6094667315483093,0.6323099732398987
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,15,Gpt4,0.3658536585365853,0.05,0.2195121951219512,0.6818265318870544,0.7039159536361694,0.6926952004432678
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,15,Gemini,0.24,0.061224489795918366,0.18000000000000002,0.6621204614639282,0.7136021256446838,0.6868979930877686
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,15,Llama3,0.19047619047619047,0.0,0.126984126984127,0.6509683132171631,0.6504335999488831,0.6507008671760559
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,16,Gpt4,0.2823529411764706,0.04819277108433735,0.16470588235294117,0.6916358470916748,0.71206134557724,0.70169997215271
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,16,Gemini,0.2280701754385965,0.017857142857142856,0.14035087719298245,0.6736834049224854,0.7025309801101685,0.6878048777580261
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,16,Llama3,0.10526315789473685,0.0,0.07894736842105263,0.6385244727134705,0.6446763277053833,0.641585648059845
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,17,Gpt4,0.32941176470588235,0.04819277108433735,0.2588235294117647,0.6777175068855286,0.7106224298477173,0.6937800049781799
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,17,Gemini,0.32,0.1020408163265306,0.25999999999999995,0.679828405380249,0.7201732993125916,0.6994194984436035
after_llm_release_comments_generated_responses_persona_1_few_shot.csv,after_llm,1,few_shot,17,Llama3,0.10169491525423728,0.0,0.06779661016949153,0.6734450459480286,0.6390042304992676,0.6557728052139282
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,0,Gpt4,0.19178082191780824,0.05633802816901408,0.1643835616438356,0.6465950012207031,0.7166376709938049,0.6798170208930969
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,0,Gemini,0.2127659574468085,0.043478260869565216,0.17021276595744683,0.6632716655731201,0.7507216930389404,0.7042924761772156
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,0,Llama3,0.2909090909090909,0.07547169811320754,0.18181818181818182,0.6504764556884766,0.6914666891098022,0.6703455448150635
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,1,Gpt4,0.14814814814814817,0.0,0.11111111111111109,0.6047245264053345,0.7477371692657471,0.668669581413269
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,1,Gemini,0.15,0.025641025641025637,0.09999999999999999,0.6162714958190918,0.7165765762329102,0.6626497507095337
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,1,Llama3,0.1818181818181818,0.0,0.0909090909090909,0.6346380114555359,0.7008894681930542,0.6661205291748047
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,2,Gpt4,0.2571428571428571,0.029411764705882356,0.19999999999999998,0.67271888256073,0.7139528393745422,0.692722737789154
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,2,Gemini,0.24742268041237112,0.0631578947368421,0.18556701030927833,0.6484712362289429,0.6987112760543823,0.6726544499397278
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,2,Llama3,0.2456140350877193,0.1090909090909091,0.21052631578947367,0.6956030130386353,0.7147724628448486,0.7050574421882629
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,3,Gpt4,0.37398373983739835,0.09917355371900828,0.26016260162601623,0.7471803426742554,0.7235878109931946,0.7351948618888855
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,3,Gemini,0.27814569536423844,0.06711409395973154,0.15894039735099336,0.6745010018348694,0.6848053336143494,0.6796140670776367
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,3,Llama3,0.3269230769230769,0.1372549019607843,0.1346153846153846,0.7205684185028076,0.688319206237793,0.7040746808052063
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,4,Gpt4,0.14414414414414414,0.0,0.10810810810810811,0.6543848514556885,0.6286056041717529,0.6412362456321716
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,4,Gemini,0.21052631578947367,0.0,0.10526315789473684,0.6644699573516846,0.6532825231552124,0.6588287949562073
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,4,Llama3,0.13592233009708737,0.0,0.11650485436893204,0.6852086782455444,0.6530638933181763,0.6687502264976501
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,5,Gpt4,0.21333333333333335,0.0547945205479452,0.16,0.6709889769554138,0.717440128326416,0.6934374570846558
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,5,Gemini,0.17021276595744683,0.043478260869565216,0.14893617021276595,0.6618766784667969,0.731356680393219,0.6948842406272888
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,5,Llama3,0.2909090909090909,0.07547169811320754,0.18181818181818182,0.6504764556884766,0.6914666891098022,0.6703455448150635
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,6,Gpt4,0.0816326530612245,0.0,0.04081632653061225,0.5964311361312866,0.6755871772766113,0.6335462927818298
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,6,Gemini,0.09375,0.032258064516129024,0.09375,0.6088941097259521,0.7046299576759338,0.6532732248306274
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,6,Llama3,0.0,0.0,0.0,0.6242225170135498,0.6949551105499268,0.6576924920082092
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,7,Gpt4,0.1818181818181818,0.0,0.14545454545454545,0.6509880423545837,0.7868855595588684,0.7125148177146912
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,7,Gemini,0.1518987341772152,0.0,0.10126582278481013,0.6205735802650452,0.7434437274932861,0.6764746308326721
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,7,Llama3,0.1818181818181818,0.0,0.0909090909090909,0.6346380114555359,0.7008894681930542,0.6661205291748047
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,8,Gpt4,0.26865671641791045,0.061538461538461535,0.20895522388059704,0.6994031071662903,0.75374436378479,0.7255576848983765
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,8,Gemini,0.20512820512820515,0.02631578947368421,0.07692307692307694,0.6351819038391113,0.6827812194824219,0.6581220030784607
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,8,Llama3,0.2456140350877193,0.1090909090909091,0.21052631578947367,0.6956030130386353,0.7147724628448486,0.7050574421882629
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,9,Gpt4,0.0,0.0,0.0,0.6130105257034302,0.6793648600578308,0.644484281539917
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,9,Gemini,0.03225806451612903,0.0,0.03225806451612903,0.5948375463485718,0.6588528752326965,0.6252108216285706
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,9,Llama3,0.0851063829787234,0.0,0.0425531914893617,0.6100525259971619,0.7022421360015869,0.6529091000556946
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,10,Gpt4,0.0,0.0,0.0,0.5938408970832825,0.6531304121017456,0.622076153755188
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,10,Gemini,0.10344827586206896,0.03571428571428571,0.06896551724137932,0.5951802730560303,0.6996443271636963,0.6431983113288879
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,10,Llama3,0.10526315789473685,0.0,0.052631578947368425,0.5975586771965027,0.6597091555595398,0.6270977854728699
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,11,Gpt4,0.3018867924528302,0.11538461538461539,0.1509433962264151,0.7627850770950317,0.7103288769721985,0.7356230020523071
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,11,Gemini,0.34710743801652894,0.1008403361344538,0.21487603305785125,0.7228732109069824,0.70904940366745,0.7158945202827454
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,11,Llama3,0.3269230769230769,0.1372549019607843,0.1346153846153846,0.7205684185028076,0.688319206237793,0.7040746808052063
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,12,Gpt4,0.2619047619047619,0.07317073170731707,0.19047619047619047,0.6882039904594421,0.7242447137832642,0.7057645916938782
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,12,Gemini,0.3,0.020408163265306124,0.16,0.670168936252594,0.6930359601974487,0.6814106106758118
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,12,Llama3,0.24999999999999994,0.08571428571428572,0.16666666666666669,0.6841709017753601,0.678578794002533,0.6813633441925049
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,13,Gpt4,0.028571428571428574,0.0,0.028571428571428574,0.5691846609115601,0.6250896453857422,0.5958287119865417
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,13,Gemini,0.02150537634408602,0.0,0.02150537634408602,0.5686279535293579,0.6404428482055664,0.6024026274681091
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,13,Llama3,0.05,0.0,0.05,0.619865894317627,0.672413170337677,0.6450712084770203
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,14,Gpt4,0.16666666666666666,0.015384615384615384,0.12121212121212123,0.6678967475891113,0.6305704116821289,0.6486970782279968
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,14,Gemini,0.2027027027027027,0.0273972602739726,0.1081081081081081,0.6540043950080872,0.6337199211120605,0.6437024474143982
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,14,Llama3,0.19047619047619047,0.016129032258064516,0.1111111111111111,0.690314769744873,0.6361923813819885,0.6621494889259338
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,15,Gpt4,0.3544303797468355,0.05194805194805195,0.27848101265822783,0.7368649840354919,0.7368905544281006,0.7368777394294739
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,15,Gemini,0.4222222222222222,0.15909090909090912,0.3111111111111111,0.6946398615837097,0.7106384634971619,0.702548086643219
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,15,Llama3,0.27397260273972607,0.08450704225352113,0.21917808219178084,0.7067009210586548,0.7243479490280151,0.7154156565666199
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,16,Gpt4,0.18918918918918917,0.027777777777777776,0.16216216216216214,0.6711469292640686,0.6854646801948547,0.6782302260398865
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,16,Gemini,0.3157894736842105,0.06451612903225808,0.1263157894736842,0.6816200017929077,0.6978336572647095,0.6896315217018127
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,16,Llama3,0.4117647058823529,0.12121212121212123,0.23529411764705882,0.7285571098327637,0.7044227123260498,0.7162867188453674
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,17,Gpt4,0.4000000000000001,0.02564102564102564,0.225,0.6892504692077637,0.7105438709259033,0.6997352242469788
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,17,Gemini,0.35955056179775274,0.11494252873563217,0.2247191011235955,0.7165911197662354,0.7499001026153564,0.7328673601150513
after_llm_release_comments_generated_responses_persona_1_zero_shot.csv,after_llm,1,zero_shot,17,Llama3,0.2941176470588235,0.09090909090909093,0.23529411764705882,0.6838015913963318,0.7025977969169617,0.6930722594261169
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,0,Gpt4,0.19672131147540983,0.03389830508474577,0.1639344262295082,0.6521483659744263,0.7026247382164001,0.676446259021759
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,0,Gemini,0.205607476635514,0.07619047619047618,0.16822429906542058,0.6515615582466125,0.787004292011261,0.7129068970680237
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,0,Llama3,0.2647058823529412,0.06060606060606061,0.20588235294117646,0.6669800877571106,0.7430199980735779,0.7029496431350708
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,1,Gpt4,0.11538461538461538,0.0,0.07692307692307693,0.6243295669555664,0.6930090188980103,0.6568790078163147
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,1,Gemini,0.14457831325301204,0.0,0.0963855421686747,0.605994462966919,0.7276710867881775,0.6612821817398071
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,1,Llama3,0.13333333333333333,0.0,0.13333333333333333,0.6054635643959045,0.6684165596961975,0.6353845000267029
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,2,Gpt4,0.11594202898550725,0.029850746268656712,0.08695652173913045,0.6595876812934875,0.6970638036727905,0.6778081059455872
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,2,Gemini,0.2736842105263158,0.043010752688172046,0.1473684210526316,0.6545960307121277,0.7206586599349976,0.6860406994819641
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,2,Llama3,0.2580645161290323,0.0,0.12903225806451615,0.6606403589248657,0.6932453513145447,0.6765502691268921
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,3,Gpt4,0.32786885245901637,0.05000000000000001,0.16393442622950818,0.7033224701881409,0.674774169921875,0.6887526512145996
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,3,Gemini,0.3373493975903614,0.06097560975609757,0.1807228915662651,0.6756131649017334,0.7014089822769165,0.6882694959640503
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,3,Llama3,0.3106796116504854,0.07920792079207921,0.1553398058252427,0.7061707377433777,0.6630549430847168,0.6839339733123779
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,4,Gpt4,0.18348623853211007,0.0,0.11009174311926606,0.6550820469856262,0.6327426433563232,0.6437186598777771
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,4,Gemini,0.225,0.0,0.125,0.6404010057449341,0.6594548225402832,0.6497882604598999
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,4,Llama3,0.1851851851851852,0.0,0.0925925925925926,0.6765774488449097,0.6473128795623779,0.6616216897964478
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,5,Gpt4,0.2413793103448276,0.07142857142857142,0.13793103448275865,0.6771619915962219,0.7171399593353271,0.6965779066085815
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,5,Gemini,0.22413793103448276,0.03508771929824561,0.13793103448275862,0.6392077207565308,0.7529095411300659,0.6914153099060059
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,5,Llama3,0.2647058823529412,0.06060606060606061,0.20588235294117646,0.6669800877571106,0.7430199980735779,0.7029496431350708
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,6,Gpt4,0.16,0.04166666666666667,0.16,0.6287489533424377,0.7019194960594177,0.6633225083351135
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,6,Gemini,0.07228915662650602,0.0,0.04819277108433735,0.5629196166992188,0.6590728759765625,0.6072133183479309
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,6,Llama3,0.0851063829787234,0.0,0.0851063829787234,0.6197978854179382,0.7053501605987549,0.659812331199646
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,7,Gpt4,0.08695652173913043,0.0,0.08695652173913043,0.6390827298164368,0.741141676902771,0.6863388419151306
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,7,Gemini,0.11764705882352941,0.0,0.09411764705882353,0.6318738460540771,0.7458492517471313,0.6841471195220947
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,7,Llama3,0.13333333333333333,0.0,0.13333333333333333,0.6054635643959045,0.6684165596961975,0.6353845000267029
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,8,Gpt4,0.15384615384615385,0.0,0.1230769230769231,0.6729450821876526,0.6774812936782837,0.6752055287361145
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,8,Gemini,0.2325581395348837,0.0,0.13953488372093023,0.6497334241867065,0.7111278772354126,0.6790457963943481
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,8,Llama3,0.2580645161290323,0.0,0.12903225806451615,0.6606403589248657,0.6932453513145447,0.6765502691268921
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,9,Gpt4,0.0,0.0,0.0,0.6385488510131836,0.7188162803649902,0.6763092875480652
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,9,Gemini,0.024999999999999998,0.0,0.024999999999999998,0.5849282741546631,0.664542555809021,0.6221989393234253
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,9,Llama3,0.044444444444444446,0.0,0.044444444444444446,0.6175383925437927,0.6784412860870361,0.6465588212013245
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,10,Gpt4,0.08695652173913043,0.045454545454545456,0.08695652173913043,0.6182856559753418,0.6850110292434692,0.6499402523040771
after_llm_release_comments_generated_responses_persona_2_few_shot.csv,after_llm,2,few_shot,10,Gemini,0.025974025974025972,0.0,0.025974025974025972,0.584373950958252,0.6650996804237366,0.6221290826797485
